Name,User_Score,Critic_Score,Normalized_User_Score,Normalized_Critic_Score
The Legend of Zelda: A Link to the Past,9.1,95.0,0.945054945054945,0.9647058823529412
Onimusha: Warlords,8.2,86.0,0.8461538461538461,0.8588235294117647
L.A. Noire,7.8,89.0,0.8021978021978022,0.8941176470588236
Call of Duty 3,6.5,82.0,0.6593406593406593,0.8117647058823529
Madden NFL 12,5.9,78.0,0.5934065934065935,0.7647058823529411
LEGO Star Wars II: The Original Trilogy,9.0,84.0,0.9340659340659341,0.8352941176470589
Killzone: Shadow Fall,6.8,73.0,0.6923076923076923,0.7058823529411765
Madden NFL 11,5.7,84.0,0.5714285714285715,0.8352941176470589
Burnout 3: Takedown,9.1,93.0,0.945054945054945,0.9411764705882353
Mario vs. Donkey Kong: Mini-Land Mayhem!,7.7,79.0,0.7912087912087913,0.7764705882352941
Professor Layton and the Last Specter,8.7,83.0,0.901098901098901,0.8235294117647058
Call Of Duty 2: Big Red One,8.2,77.0,0.8461538461538461,0.7529411764705882
Medal of Honor,8.6,92.0,0.8901098901098901,0.9294117647058824
Fable,8.5,85.0,0.8791208791208791,0.8470588235294118
Guitar Hero: World Tour,6.3,85.0,0.6373626373626373,0.8470588235294118
FIFA 17,5.5,84.0,0.5494505494505495,0.8352941176470589
Tom Clancy's Splinter Cell,7.7,89.0,0.7912087912087913,0.8941176470588236
Need for Speed: Shift,6.9,84.0,0.7032967032967034,0.8352941176470589
Medal of Honor Heroes,7.9,71.0,0.8131868131868133,0.6823529411764706
Final Fantasy XIII-2,6.6,79.0,0.6703296703296703,0.7764705882352941
Midnight Club: Street Racing,7.8,78.0,0.8021978021978022,0.7647058823529411
Skate 3,8.0,80.0,0.8241758241758242,0.788235294117647
ESPN NFL 2K5,8.2,90.0,0.8461538461538461,0.9058823529411765
Halo Wars,7.2,82.0,0.7362637362637363,0.8117647058823529
NBA 2K12,7.7,90.0,0.7912087912087913,0.9058823529411765
FIFA Soccer 10,7.5,90.0,0.7692307692307693,0.9058823529411765
Medal of Honor,6.7,74.0,0.6813186813186813,0.7176470588235294
Harry Potter and the Chamber of Secrets,7.6,71.0,0.7802197802197802,0.6823529411764706
God of War Collection,8.7,91.0,0.901098901098901,0.9176470588235294
NBA Live 2005,8.1,84.0,0.8351648351648352,0.8352941176470589
Mario Strikers Charged,8.0,79.0,0.8241758241758242,0.7764705882352941
FIFA Soccer 09,7.5,87.0,0.7692307692307693,0.8705882352941177
Style Savvy,7.7,73.0,0.7912087912087913,0.7058823529411765
WWE SmackDown vs. RAW 2007,8.6,80.0,0.8901098901098901,0.788235294117647
LEGO Star Wars: The Complete Saga,7.4,80.0,0.7582417582417583,0.788235294117647
Madden NFL 08,7.8,78.0,0.8021978021978022,0.7647058823529411
Monster Hunter Freedom 2,8.7,72.0,0.901098901098901,0.6941176470588235
Sonic Adventure 2 Battle,8.3,73.0,0.8571428571428572,0.7058823529411765
Madden NFL 13,5.5,83.0,0.5494505494505495,0.8235294117647058
Dragon Age: Origins,7.9,86.0,0.8131868131868133,0.8588235294117647
Pokémon Colosseum,8.0,73.0,0.8241758241758242,0.7058823529411765
LittleBigPlanet,7.8,87.0,0.8021978021978022,0.8705882352941177
Madden NFL 09,7.0,83.0,0.7142857142857143,0.8235294117647058
Crazy Taxi,7.9,80.0,0.8131868131868133,0.788235294117647
Art Academy,8.0,75.0,0.8241758241758242,0.7294117647058823
NBA 2K14,4.9,87.0,0.4835164835164836,0.8705882352941177
Skylanders Giants,7.0,78.0,0.7142857142857143,0.7647058823529411
Deca Sports,5.4,50.0,0.5384615384615385,0.43529411764705883
Marvel: Ultimate Alliance,7.5,82.0,0.7692307692307693,0.8117647058823529
Mortal Kombat: Deadly Alliance,8.8,79.0,0.9120879120879122,0.7764705882352941
Game Party,4.3,25.0,0.4175824175824176,0.1411764705882353
Bloodborne,8.6,92.0,0.8901098901098901,0.9294117647058824
Mario Party 4,7.4,70.0,0.7582417582417583,0.6705882352941176
Pure,7.7,85.0,0.7912087912087913,0.8470588235294118
Rock Band,8.2,92.0,0.8461538461538461,0.9294117647058824
NBA 2K13,8.0,90.0,0.8241758241758242,0.9058823529411765
Saints Row: The Third,7.7,82.0,0.7912087912087913,0.8117647058823529
Resistance 2,6.1,87.0,0.6153846153846154,0.8705882352941177
NBA 2K15,7.0,83.0,0.7142857142857143,0.8235294117647058
Final Fantasy Tactics,8.2,83.0,0.8461538461538461,0.8235294117647058
Midnight Club: Los Angeles,8.2,82.0,0.8461538461538461,0.8117647058823529
The Sims: Bustin' Out,8.4,81.0,0.8681318681318682,0.8
LEGO Harry Potter: Years 1-4,8.0,79.0,0.8241758241758242,0.7764705882352941
Call of Duty: Infinite Warfare,3.1,78.0,0.28571428571428575,0.7647058823529411
Madden NFL 16,6.1,84.0,0.6153846153846154,0.8352941176470589
Tom Clancy's Rainbow Six: Vegas 2,7.8,82.0,0.8021978021978022,0.8117647058823529
Need for Speed Carbon: Own the City,7.9,73.0,0.8131868131868133,0.7058823529411765
Dragon Ball Z: Budokai 2,8.2,66.0,0.8461538461538461,0.6235294117647059
pro evolution soccer 2011,6.8,77.0,0.6923076923076923,0.7529411764705882
ATV Offroad Fury,8.4,82.0,0.8681318681318682,0.8117647058823529
Need for Speed: ProStreet,6.2,62.0,0.6263736263736264,0.5764705882352941
Halo: Combat Evolved Anniversary,8.1,82.0,0.8351648351648352,0.8117647058823529
Guitar Hero,8.7,91.0,0.901098901098901,0.9176470588235294
Madden NFL 11,6.1,83.0,0.6153846153846154,0.8235294117647058
Dead Island,6.9,71.0,0.7032967032967034,0.6823529411764706
Half-Life 2,9.1,96.0,0.945054945054945,0.9764705882352941
The Incredibles,7.6,62.0,0.7802197802197802,0.5764705882352941
Madden NFL 08,6.4,85.0,0.6483516483516484,0.8470588235294118
Tony Hawk's Underground 2,8.8,83.0,0.9120879120879122,0.8235294117647058
Zumba Fitness,5.5,42.0,0.5494505494505495,0.3411764705882353
Madden NFL 10,6.8,85.0,0.6923076923076923,0.8470588235294118
Midnight Club: Los Angeles,8.5,81.0,0.8791208791208791,0.8
Kinect: Disneyland Adventures,2.9,73.0,0.26373626373626374,0.7058823529411765
WWE SmackDown vs Raw 2008,7.2,71.0,0.7362637362637363,0.6823529411764706
The Legend of Zelda: Majora's Mask 3D,9.0,89.0,0.9340659340659341,0.8941176470588236
LEGO Indiana Jones: The Original Adventures,6.6,78.0,0.6703296703296703,0.7647058823529411
Resident Evil - Code: Veronica X,8.4,84.0,0.8681318681318682,0.8352941176470589
NBA 2K16,6.2,86.0,0.6263736263736264,0.8588235294117647
Kinect Sports: Season Two,6.5,66.0,0.6593406593406593,0.6235294117647059
James Bond 007: Everything or Nothing,9.1,84.0,0.945054945054945,0.8352941176470589
Need For Speed: High Stakes,8.5,86.0,0.8791208791208791,0.8588235294117647
Guild Wars 2,7.9,90.0,0.8131868131868133,0.9058823529411765
Paper Mario: Sticker Star,5.6,75.0,0.5604395604395604,0.7294117647058823
Batman: Arkham Origins,7.7,76.0,0.7912087912087913,0.7411764705882353
LEGO Star Wars: The Complete Saga,6.7,80.0,0.6813186813186813,0.788235294117647
Need for Speed Underground 2,8.7,77.0,0.901098901098901,0.7529411764705882
Pro Evolution Soccer 2010,6.7,78.0,0.6813186813186813,0.7647058823529411
FIFA Soccer 09,6.9,82.0,0.7032967032967034,0.8117647058823529
LEGO Harry Potter: Years 1-4,7.2,72.0,0.7362637362637363,0.6941176470588235
The Sims 3,7.1,76.0,0.7252747252747253,0.7411764705882353
Pokemon Ranger: Shadows of Almia,8.2,68.0,0.8461538461538461,0.6470588235294118
Dead Island,6.6,71.0,0.6703296703296703,0.6823529411764706
Kirby: Nightmare in Dream Land,8.9,81.0,0.9230769230769231,0.8
Wario Land 4,8.9,88.0,0.9230769230769231,0.8823529411764706
Sonic's Ultimate Genesis Collection,8.6,80.0,0.8901098901098901,0.788235294117647
Far Cry: Primal,6.3,76.0,0.6373626373626373,0.7411764705882353
Battlefield 1,8.2,87.0,0.8461538461538461,0.8705882352941177
Onimusha 2: Samurai's Destiny,9.0,84.0,0.9340659340659341,0.8352941176470589
Paper Mario: The Thousand-Year Door,9.4,87.0,0.9780219780219781,0.8705882352941177
Madden NFL 12,5.5,79.0,0.5494505494505495,0.7764705882352941
God of War: Ascension,7.5,80.0,0.7692307692307693,0.788235294117647
Guitar Hero III: Legends of Rock,7.8,83.0,0.8021978021978022,0.8235294117647058
Sonic Advance,8.1,87.0,0.8351648351648352,0.8705882352941177
Super Monkey Ball: Banana Blitz,5.7,74.0,0.5714285714285715,0.7176470588235294
Call of Duty 3,6.7,69.0,0.6813186813186813,0.6588235294117647
New Super Luigi U,7.9,77.0,0.8131868131868133,0.7529411764705882
Spyro: Season of Ice,8.0,74.0,0.8241758241758242,0.7176470588235294
Dissidia: Final Fantasy,8.0,79.0,0.8241758241758242,0.7764705882352941
Madden NFL 25,5.6,80.0,0.5604395604395604,0.788235294117647
Borderlands 2,8.2,91.0,0.8461538461538461,0.9176470588235294
Prince of Persia: The Sands of Time,8.8,92.0,0.9120879120879122,0.9294117647058824
Monster Hunter Tri,8.6,84.0,0.8901098901098901,0.8352941176470589
LEGO Marvel Super Heroes,7.6,80.0,0.7802197802197802,0.788235294117647
Tom Clancy's Rainbow Six: Siege,7.3,73.0,0.7472527472527473,0.7058823529411765
Star Wars: The Force Unleashed,6.6,71.0,0.6703296703296703,0.6823529411764706
Guitar Hero II,8.1,92.0,0.8351648351648352,0.9294117647058824
Forza Motorsport 5,5.9,79.0,0.5934065934065935,0.7764705882352941
Rock Band 2,8.3,92.0,0.8571428571428572,0.9294117647058824
Need for Speed: Hot Pursuit,7.0,88.0,0.7142857142857143,0.8823529411764706
LEGO Indiana Jones: The Original Adventures,7.9,80.0,0.8131868131868133,0.788235294117647
BioShock 2,8.2,88.0,0.8461538461538461,0.8823529411764706
Star Wars: Knights of the Old Republic,9.2,94.0,0.956043956043956,0.9529411764705882
Madden NFL 15,6.1,81.0,0.6153846153846154,0.8
Pro Evolution Soccer 2012,6.6,80.0,0.6703296703296703,0.788235294117647
Saints Row,7.5,81.0,0.7692307692307693,0.8
ATV Offroad Fury 2,8.9,82.0,0.9230769230769231,0.8117647058823529
FIFA 15,5.4,82.0,0.5384615384615385,0.8117647058823529
Tom Clancy's The Division,6.9,80.0,0.7032967032967034,0.788235294117647
Final Fantasy XIII,6.3,82.0,0.6373626373626373,0.8117647058823529
The Sims: House Party,7.9,74.0,0.8131868131868133,0.7176470588235294
Scribblenauts,7.6,79.0,0.7802197802197802,0.7764705882352941
Sonic Unleashed,7.3,66.0,0.7472527472527473,0.6235294117647059
Pokemon Ranger,7.6,69.0,0.7802197802197802,0.6588235294117647
Overwatch,6.1,90.0,0.6153846153846154,0.9058823529411765
Hitman: Absolution,7.5,83.0,0.7692307692307693,0.8235294117647058
Call of Duty: Roads to Victory,7.5,64.0,0.7692307692307693,0.6
Dance Dance Revolution Extreme,9.0,77.0,0.9340659340659341,0.7529411764705882
Final Fantasy Tactics Advance,7.8,87.0,0.8021978021978022,0.8705882352941177
Your Shape featuring Jenny McCarthy,5.2,62.0,0.5164835164835165,0.5764705882352941
Project Gotham Racing,8.2,85.0,0.8461538461538461,0.8470588235294118
NBA 2K12,6.7,90.0,0.6813186813186813,0.9058823529411765
Need for Speed: Hot Pursuit 2,8.5,89.0,0.8791208791208791,0.8941176470588236
Dynasty Warriors 4,9.3,78.0,0.9670329670329672,0.7647058823529411
NBA 2K14,4.9,84.0,0.4835164835164836,0.8352941176470589
Parasite Eve,8.9,81.0,0.9230769230769231,0.8
Tetris DS,8.7,84.0,0.901098901098901,0.8352941176470589
Battlefield: Hardline,5.0,73.0,0.4945054945054945,0.7058823529411765
Mortal Kombat,8.3,86.0,0.8571428571428572,0.8588235294117647
Borderlands,7.9,83.0,0.8131868131868133,0.8235294117647058
Devil May Cry 3: Dante's Awakening,9.0,84.0,0.9340659340659341,0.8352941176470589
NBA 2K11,8.1,89.0,0.8351648351648352,0.8941176470588236
Dying Light,7.9,74.0,0.8131868131868133,0.7176470588235294
Dead Rising,7.6,85.0,0.7802197802197802,0.8470588235294118
World of Warcraft: Cataclysm,5.6,90.0,0.5604395604395604,0.9058823529411765
Tetris Worlds,6.2,44.0,0.6263736263736264,0.36470588235294116
Final Fantasy III,7.1,77.0,0.7252747252747253,0.7529411764705882
Mario Party 5,8.2,69.0,0.8461538461538461,0.6588235294117647
Rock Band,6.3,80.0,0.6373626373626373,0.788235294117647
Portal 2,8.5,95.0,0.8791208791208791,0.9647058823529412
Mario Sports Mix,7.1,64.0,0.7252747252747253,0.6
Need for Speed: Most Wanted 5-1-0,7.8,72.0,0.8021978021978022,0.6941176470588235
The Sims 2: Pets,5.2,49.0,0.5164835164835165,0.4235294117647059
Dance Dance Revolution: Hottest Party,7.1,73.0,0.7252747252747253,0.7058823529411765
DriveClub,6.1,71.0,0.6153846153846154,0.6823529411764706
UFC 2009 Undisputed,7.9,83.0,0.8131868131868133,0.8235294117647058
Metal Gear Solid: Peace Walker,8.9,89.0,0.9230769230769231,0.8941176470588236
R4: Ridge Racer Type 4,9.2,88.0,0.956043956043956,0.8823529411764706
Kingdom Hearts: Birth by Sleep,8.6,82.0,0.8901098901098901,0.8117647058823529
SoulCalibur II,8.8,92.0,0.9120879120879122,0.9294117647058824
Need for Speed: ProStreet,7.1,72.0,0.7252747252747253,0.6941176470588235
Sonic Mega Collection,8.8,75.0,0.9120879120879122,0.7294117647058823
Need For Speed: Undercover,5.9,59.0,0.5934065934065935,0.5411764705882353
SOCOM: U.S. Navy SEALs: Combined Assault,9.0,72.0,0.9340659340659341,0.6941176470588235
Peter Jackson's King Kong: The Official Game of the Movie,8.2,82.0,0.8461538461538461,0.8117647058823529
Need for Speed: ProStreet,6.0,73.0,0.6043956043956045,0.7058823529411765
Donkey Kong Country,8.9,78.0,0.9230769230769231,0.7647058823529411
Dance Central 2,8.2,86.0,0.8461538461538461,0.8588235294117647
Carnival Games,3.3,48.0,0.3076923076923077,0.4117647058823529
NBA Live 2004,7.7,86.0,0.7912087912087913,0.8588235294117647
Call of Duty 2,8.1,89.0,0.8351648351648352,0.8941176470588236
Rayman Raving Rabbids: TV Party,7.7,73.0,0.7912087912087913,0.7058823529411765
Pokémon Mystery Dungeon: Blue Rescue Team,8.1,62.0,0.8351648351648352,0.5764705882352941
Dark Souls,8.7,89.0,0.901098901098901,0.8941176470588236
Just Dance 3,7.7,70.0,0.7912087912087913,0.6705882352941176
Battlefield 4,6.6,81.0,0.6703296703296703,0.8
Fire Emblem: Awakening,9.1,92.0,0.945054945054945,0.9294117647058824
Need for Speed: The Run,6.4,64.0,0.6483516483516484,0.6
Dragon Age: Inquisition,7.4,89.0,0.7582417582417583,0.8941176470588236
Dead Space,8.8,88.0,0.9120879120879122,0.8823529411764706
Mortal Kombat vs. DC Universe,7.1,76.0,0.7252747252747253,0.7411764705882353
TouchMaster,5.7,71.0,0.5714285714285715,0.6823529411764706
Tenchu: Stealth Assassins,8.8,87.0,0.9120879120879122,0.8705882352941177
Harry Potter and the Chamber of Secrets,7.9,76.0,0.8131868131868133,0.7411764705882353
Kingdom Hearts 358/2 Days,7.8,75.0,0.8021978021978022,0.7294117647058823
Skate 3,7.6,80.0,0.7802197802197802,0.788235294117647
Need for Speed Rivals,6.2,80.0,0.6263736263736264,0.788235294117647
Spyro: Enter the Dragonfly,4.1,56.0,0.3956043956043956,0.5058823529411764
Devil May Cry 2,6.6,68.0,0.6703296703296703,0.6470588235294118
Hot Shots Golf: Open Tee,8.7,81.0,0.901098901098901,0.8
Forza Horizon,8.4,85.0,0.8681318681318682,0.8470588235294118
Tom Clancy's Rainbow Six: Vegas,8.3,88.0,0.8571428571428572,0.8823529411764706
Crash Nitro Kart,7.7,69.0,0.7912087912087913,0.6588235294117647
Resident Evil 6,5.0,67.0,0.4945054945054945,0.6352941176470588
Grand Theft Auto: San Andreas,8.6,93.0,0.8901098901098901,0.9411764705882353
NBA Street Vol. 2,8.8,90.0,0.9120879120879122,0.9058823529411765
Def Jam Vendetta,8.9,80.0,0.9230769230769231,0.788235294117647
Kirby Squeak Squad,8.1,71.0,0.8351648351648352,0.6823529411764706
Burnout Paradise,7.7,87.0,0.7912087912087913,0.8705882352941177
The Sims 3,6.4,78.0,0.6483516483516484,0.7647058823529411
FIFA Soccer 09,8.0,87.0,0.8241758241758242,0.8705882352941177
Dragon Ball Z: Budokai 3,8.9,77.0,0.9230769230769231,0.7529411764705882
Call of Duty: World at War,7.6,83.0,0.7802197802197802,0.8235294117647058
Tom Clancy's Ghost Recon,8.3,63.0,0.8571428571428572,0.5882352941176471
BioShock Infinite,8.5,93.0,0.8791208791208791,0.9411764705882353
X-Men Legends,8.5,79.0,0.8791208791208791,0.7764705882352941
Mortal Kombat vs. DC Universe,7.5,72.0,0.7692307692307693,0.6941176470588235
Destiny: The Taken King,6.0,86.0,0.6043956043956045,0.8588235294117647
Red Faction,8.0,88.0,0.8241758241758242,0.8823529411764706
The Sims: Makin' Magic,8.6,80.0,0.8901098901098901,0.788235294117647
Mario Party: Island Tour,6.3,57.0,0.6373626373626373,0.5176470588235295
MX Unleashed,9.2,80.0,0.956043956043956,0.788235294117647
PaRappa The Rapper,7.4,92.0,0.7582417582417583,0.9294117647058824
Guitar Hero: World Tour,7.5,84.0,0.7692307692307693,0.8352941176470589
Need for Speed: Shift,6.5,83.0,0.6593406593406593,0.8235294117647058
Diablo III,6.4,86.0,0.6483516483516484,0.8588235294117647
LittleBigPlanet 3,7.1,79.0,0.7252747252747253,0.7764705882352941
Star Wars Rogue Leader: Rogue Squadron II,8.6,90.0,0.8901098901098901,0.9058823529411765
Mario Super Sluggers,7.8,69.0,0.8021978021978022,0.6588235294117647
Monopoly,7.8,70.0,0.8021978021978022,0.6705882352941176
Madden NFL 09,4.4,85.0,0.4285714285714286,0.8470588235294118
Batman: Arkham Origins,7.5,74.0,0.7692307692307693,0.7176470588235294
Game Party 2,4.6,29.0,0.4505494505494505,0.18823529411764706
Mortal Kombat: Deception,8.5,81.0,0.8791208791208791,0.8
NBA 2K17,6.7,88.0,0.6813186813186813,0.8823529411764706
Toy Story Mania!,6.6,49.0,0.6703296703296703,0.4235294117647059
Star Fox Adventures,7.7,82.0,0.7912087912087913,0.8117647058823529
Madden NFL 25,4.1,76.0,0.3956043956043956,0.7411764705882353
Dynasty Warriors 3,9.1,78.0,0.945054945054945,0.7647058823529411
Madden NFL 06,6.7,86.0,0.6813186813186813,0.8588235294117647
Shrek 2,8.5,71.0,0.8791208791208791,0.6823529411764706
The Legend of Dragoon,8.4,74.0,0.8681318681318682,0.7176470588235294
Star Wars: The Force Unleashed,7.9,71.0,0.8131868131868133,0.6823529411764706
NBA Live 2002,7.4,70.0,0.7582417582417583,0.6705882352941176
Just Cause 3,6.5,73.0,0.6593406593406593,0.7058823529411765
Chrono Cross,8.1,94.0,0.8351648351648352,0.9529411764705882
Jak 3,8.6,84.0,0.8901098901098901,0.8352941176470589
Kingdom Hearts: Chain of Memories,7.9,76.0,0.8131868131868133,0.7411764705882353
Max Payne 3,7.8,87.0,0.8021978021978022,0.8705882352941177
LEGO Marvel Super Heroes,7.9,82.0,0.8131868131868133,0.8117647058823529
Phineas and Ferb,4.5,80.0,0.43956043956043955,0.788235294117647
NCAA Football 06,8.5,87.0,0.8791208791208791,0.8705882352941177
Rayman Raving Rabbids 2,8.3,67.0,0.8571428571428572,0.6352941176470588
Kirby: Triple Deluxe,8.8,80.0,0.9120879120879122,0.788235294117647
Sonic Classic Collection,7.5,70.0,0.7692307692307693,0.6705882352941176
inFAMOUS 2,8.4,83.0,0.8681318681318682,0.8235294117647058
World of Warcraft: Mists of Pandaria,4.8,82.0,0.4725274725274725,0.8117647058823529
Namco Museum,6.0,72.0,0.6043956043956045,0.6941176470588235
The Sims: Hot Date,7.9,85.0,0.8131868131868133,0.8470588235294118
Demon's Souls,8.9,89.0,0.9230769230769231,0.8941176470588236
The Orange Box,8.9,96.0,0.9230769230769231,0.9764705882352941
DDRMAX2: Dance Dance Revolution,8.2,82.0,0.8461538461538461,0.8117647058823529
Virtua Fighter 4,8.0,94.0,0.8241758241758242,0.9529411764705882
Mafia III,5.1,68.0,0.5054945054945055,0.6470588235294118
Sly 2: Band of Thieves,9.0,88.0,0.9340659340659341,0.8823529411764706
Sonic Advance 2,8.3,83.0,0.8571428571428572,0.8235294117647058
Madden NFL 07,6.0,80.0,0.6043956043956045,0.788235294117647
NBA 2K11,7.6,89.0,0.7802197802197802,0.8941176470588236
Forza Motorsport 6,7.9,87.0,0.8131868131868133,0.8705882352941177
The Evil Within,7.3,75.0,0.7472527472527473,0.7294117647058823
Metroid Prime 3: Corruption,8.9,90.0,0.9230769230769231,0.9058823529411765
Midnight Club II,8.5,85.0,0.8791208791208791,0.8470588235294118
The Getaway: Black Monday,7.6,57.0,0.7802197802197802,0.5176470588235295
50 Cent: Bulletproof,6.6,47.0,0.6703296703296703,0.4
Dead or Alive 3,8.6,87.0,0.8901098901098901,0.8705882352941177
Dragon Quest Monsters: Joker,7.4,75.0,0.7582417582417583,0.7294117647058823
LEGO Star Wars III: The Clone Wars,7.7,76.0,0.7912087912087913,0.7411764705882353
UFC 2009 Undisputed,8.1,84.0,0.8351648351648352,0.8352941176470589
The SpongeBob SquarePants Movie,9.0,75.0,0.9340659340659341,0.7294117647058823
Golden Sun,9.3,91.0,0.9670329670329672,0.9176470588235294
Def Jam: Fight for NY,8.9,83.0,0.9230769230769231,0.8235294117647058
Tom Clancy's Ghost Recon,6.1,84.0,0.6153846153846154,0.8352941176470589
State of Emergency,5.7,71.0,0.5714285714285715,0.6823529411764706
The Urbz: Sims in the City,8.2,70.0,0.8461538461538461,0.6705882352941176
Star Wars: Starfighter,8.0,84.0,0.8241758241758242,0.8352941176470589
Star Wars: Battlefront,9.1,80.0,0.945054945054945,0.788235294117647
Madden NFL 17,4.9,82.0,0.4835164835164836,0.8117647058823529
